rating,problem_rating,submissions,volatility,success_rate,new_rating
515,1485,10,88,0.33,180
1692,1364,8,86,0.8,1687
722,3946,5,122,0.93,705
1341,2296,3,95,0.59,1280
1616,3855,1,95,0.56,1594
1531,2541,2,112,0.2,1451
900,3710,2,192,0.02,802
2580,3851,1,138,0.91,2576
721,3125,9,61,0.4,451
3010,1384,6,171,0.21,2944
1549,1254,9,80,0.57,1423
1429,1534,8,171,0.24,1185
1851,2710,8,108,0.73,1744
510,3210,9,68,0.91,470
3377,1387,6,60,0.61,3320
3827,2210,6,175,0.53,3861
3378,1066,4,155,0.49,3431
1359,2993,8,67,0.56,1183
3455,2328,8,58,0.72,3401
894,1601,8,57,0.75,795
3387,1837,9,100,0.84,3415
3896,2986,7,196,0.12,3783
2448,3940,9,83,0.0,1998
2405,3403,4,187,0.99,2404
1798,1567,8,181,0.66,1805
3619,1590,5,78,0.06,3462
3315,2943,3,152,0.23,3336
610,3439,1,88,0.52,586
811,2280,9,184,0.62,640
3267,731,3,183,0.36,3354
2761,3538,3,55,0.87,2742
3039,3682,7,114,0.52,2874
893,1498,6,160,0.36,706
1409,1250,5,129,0.06,1266
775,1888,5,169,0.06,540
1900,1855,9,151,0.94,1958
1285,1172,10,105,0.12,914
2554,3193,7,50,0.22,2282
512,3902,7,171,0.66,393
764,2013,2,136,0.33,697
2727,3672,8,127,0.27,2436
3443,1013,10,80,0.59,3318
2017,1235,6,79,0.11,1828
3502,1949,4,117,0.81,3581
2153,3128,8,160,0.74,2050
2994,2039,2,162,0.64,3119
3010,1278,8,143,0.21,2837
1192,901,3,65,0.84,1223
3676,3972,8,93,0.5,3490
734,1436,7,139,0.58,589
3427,2222,5,174,0.34,3436
2723,1191,6,102,0.88,2789
1808,2194,9,67,0.51,1594
2408,2272,7,174,0.3,2282
2852,3385,3,170,0.23,2744
2614,2071,3,154,0.05,2619
853,2905,9,165,0.02,412
2488,2052,2,144,0.4,2561
670,676,4,132,0.52,639
2496,2449,3,97,0.48,2473
2463,3955,8,161,0.52,2271
1198,626,6,106,0.08,1024
3653,979,9,61,0.97,3700
3288,2190,10,189,0.0,2977
1274,2546,9,180,0.14,887
2313,3652,10,138,0.46,2043
1984,2034,4,121,0.72,1980
1667,1736,9,72,1.0,1696
1398,741,1,181,0.7,1560
1566,2081,5,89,0.68,1490
1145,2874,9,121,0.46,902
3650,3178,6,78,0.65,3618
1466,3455,9,91,0.1,1061
2445,3766,9,74,0.95,2423
3497,3405,1,170,0.9,3599
1393,2336,4,114,0.51,1295
1552,2838,2,141,0.57,1509
760,3651,1,161,0.24,722
3640,3210,7,109,0.5,3566
3984,3380,10,116,0.34,3767
2627,3785,9,187,0.21,2272
2347,1957,8,172,0.54,2319
3283,2771,6,181,0.59,3332
3018,2567,9,53,0.04,2635
3430,1753,2,163,0.57,3550
2846,546,7,154,0.2,2720
564,1481,4,160,0.74,513
2098,946,2,64,0.46,2108
2332,3295,7,128,0.59,2189
3660,971,9,66,0.67,3577
3049,3019,1,104,0.15,3063
3129,2648,2,192,1.0,3310
2712,3146,7,194,0.27,2471
2501,1249,5,165,0.03,2423
2829,3891,6,66,0.54,2691
1217,3439,2,92,0.25,1142
1167,3219,2,119,0.5,1117
535,894,4,103,0.05,357
1354,2844,2,149,0.39,1293
2838,1191,1,110,0.97,2946
1727,691,9,195,0.05,1494
1452,927,1,152,0.34,1564
3392,578,1,89,0.65,3463
1419,3347,9,80,0.5,1194
3209,2221,4,97,0.71,3248
2881,3304,5,102,0.92,2869
1616,520,8,53,0.02,1277
2088,2706,4,118,0.45,1981
1464,3781,8,194,0.35,1204
2008,3015,8,123,0.27,1716
1260,1317,7,158,0.88,1284
3593,672,4,91,0.85,3654
3919,2310,3,97,0.23,3900
912,2205,3,155,0.14,783
892,3434,4,117,0.11,714
702,3346,8,177,0.24,398
3448,743,3,67,0.26,3404
1281,2573,2,132,0.5,1231
1552,2474,7,82,0.25,1290
1013,2075,3,107,0.56,947
1990,1002,10,62,0.88,1992
2930,2711,6,186,0.45,2910
2188,3032,4,102,0.88,2165
1785,2583,7,142,0.93,1762
3372,1904,1,121,0.85,3485
1449,1292,6,140,0.15,1294
2562,3830,1,174,0.81,2553
2594,3032,9,75,0.96,2582
3331,623,3,165,0.1,3361
3706,2197,8,118,0.09,3460
3075,3046,4,118,0.79,3097
1722,2472,1,54,0.77,1711
2048,1493,9,157,0.82,2118
3807,1011,7,54,0.83,3801
2274,1194,8,195,0.18,2141
3840,2061,6,85,0.91,3898
3259,2634,9,64,0.06,2898
1211,1490,3,111,0.63,1174
1289,1952,2,79,0.85,1276
850,2280,4,144,0.18,686
3775,636,2,179,0.53,3907
3387,1326,6,198,1.0,3585
661,2423,3,154,0.48,583
3971,1788,5,186,0.46,4022
2808,3643,8,184,0.78,2721
3971,2971,7,140,0.83,4051
2258,2433,5,144,0.04,2057
2833,739,1,152,0.51,2960
3999,2464,3,86,0.36,3989
3714,2605,9,71,0.99,3780
508,1389,4,154,0.69,447
3488,3920,2,84,1.0,3494
2139,1043,9,123,0.22,1911
2329,2962,2,73,0.14,2245
2197,3294,1,79,0.77,2186
3564,548,4,67,0.25,3481
541,1847,1,127,0.41,512
905,1537,10,85,0.63,722
1807,3345,3,89,0.9,1792
1044,684,10,70,0.95,1081
1582,1397,3,99,0.59,1594
1336,1283,1,172,0.24,1397
1200,720,10,94,0.19,883
3025,2954,9,60,0.08,2647
1906,2338,10,67,0.33,1576
1059,3097,6,138,0.46,897
3727,2292,5,81,0.61,3710
1665,3926,10,86,0.88,1605
2866,3639,7,199,0.36,2644
954,1865,7,94,0.21,678
3105,1509,2,64,0.06,3075
981,949,4,85,0.3,887
3868,3945,2,120,0.23,3838
1165,3750,7,93,0.45,973
2438,2669,8,90,0.69,2333
1232,3269,2,94,0.89,1221
1031,3858,6,165,0.7,941
3764,1413,6,157,0.82,3867
2028,724,1,114,0.49,2116
1010,3532,6,182,0.11,743
1941,877,3,166,0.76,2071
2375,1072,2,71,0.68,2414
3290,528,9,73,0.8,3273
1318,654,3,178,0.1,1357
3802,1239,10,177,0.27,3614
1396,1736,9,187,0.23,1073
3949,2168,10,154,0.9,4053
718,1031,5,106,0.2,533
997,3795,3,152,0.92,985
630,2963,1,104,0.63,612
2572,2958,6,52,0.4,2397
2162,1070,3,145,0.79,2275
1641,1495,5,144,0.66,1657
2459,2145,7,56,0.26,2248
731,1549,10,109,0.98,722
2813,942,6,80,0.4,2713
766,3014,8,74,0.63,618
3271,844,2,200,0.96,3467
3388,841,5,127,0.52,3395
2543,2137,5,176,0.72,2633
3469,1916,5,124,0.17,3385
619,1786,8,110,0.31,343
2082,2102,6,82,0.84,2073
2125,2570,5,173,0.03,1895
3136,2886,8,175,0.41,3041
990,1205,8,136,0.82,949
2513,3987,8,179,0.8,2433
558,2960,5,144,0.58,453
2888,2640,6,130,0.19,2750
2528,1611,2,119,0.82,2628
1915,969,3,84,0.4,1909
3554,2687,8,61,0.6,3455
3409,825,4,160,0.37,3443
2154,2053,1,85,0.5,2184
659,1276,2,177,0.49,613
2399,2260,6,151,0.44,2335
3411,1886,5,81,0.25,3304
3021,2704,6,166,0.95,3149
875,3219,4,152,0.89,853
884,1060,3,94,0.72,867
3214,3642,1,197,0.91,3225
1256,2484,5,159,0.08,1026
1895,1428,6,168,0.39,1869
796,622,1,188,0.74,920
3445,3909,9,70,0.25,3112
3330,3757,10,175,0.52,3104
3879,730,1,194,0.06,4026
582,1370,8,169,0.27,292
2640,1381,6,88,0.05,2443
713,1801,2,142,0.73,686
3421,3110,4,112,0.48,3413
2299,1494,3,50,0.68,2301
1626,573,1,136,0.52,1738
2546,3748,9,189,0.37,2263
523,1898,2,174,0.1,433
1185,2288,4,108,0.07,999
3121,2163,6,191,0.35,3116
1603,3925,8,110,0.4,1363
641,3698,2,144,0.13,554
3002,1890,8,119,0.92,3089
2894,3958,2,149,0.09,2803
3155,2353,10,121,0.15,2850
2319,1483,1,184,0.52,2478
725,2088,9,99,0.3,410
2683,509,9,123,0.23,2459
3250,3532,6,165,0.05,2992
2385,3477,3,97,0.04,2241
1440,3537,4,64,0.07,1254
3870,3190,5,132,0.01,3752
1980,2242,1,188,0.19,1974
1004,2262,5,156,0.45,867
2704,3156,1,148,0.38,2683
1414,2776,6,119,0.45,1249
3726,1669,10,115,0.83,3756
3398,1816,1,100,0.64,3480
848,1952,5,194,0.63,756
973,3884,9,158,0.01,528
1499,2323,8,173,0.8,1420
3440,1287,4,167,0.24,3455
894,3252,4,128,0.19,732
680,3879,5,175,0.61,583
1369,3313,5,102,0.7,1294
1970,3338,8,198,0.27,1678
2006,1874,2,178,0.34,2061
3984,2137,4,51,0.86,4007
573,1852,7,111,0.46,384
3702,3990,4,111,0.92,3704
3934,1240,6,63,0.67,3898
2509,2068,5,83,0.41,2438
3785,3718,5,91,0.63,3747
3847,2458,9,116,0.31,3652
3002,799,7,124,0.19,2842
2909,2993,1,91,0.24,2906
2600,3392,2,149,0.77,2579
3295,2132,7,114,0.43,3209
3950,2194,6,80,0.64,3922
1125,672,10,76,0.65,1021
3891,866,7,101,0.75,3904
3644,2104,2,93,0.07,3644
2556,3688,4,97,0.37,2430
997,648,10,54,0.11,600
3686,3942,6,55,0.93,3675
1223,2639,10,146,0.51,978
2907,1436,4,72,0.65,2909
2473,1453,8,125,0.86,2542
805,669,7,60,0.44,650
2206,2228,7,190,0.01,1948
3224,1219,10,174,0.82,3308
2059,3939,10,158,0.9,2009
3239,3516,4,193,0.93,3258
543,3655,2,109,0.87,530
1483,2008,8,151,0.6,1330
3120,2708,6,94,0.36,3014
930,2903,4,61,0.66,862
3031,1365,2,194,0.53,3178
877,908,9,155,0.64,786
1168,2164,8,122,0.76,1072
1872,1537,6,59,0.77,1855
1119,1223,2,169,0.24,1103
2190,3844,5,185,0.74,2125
2370,1043,4,55,0.15,2255
644,1106,6,120,0.12,388
3719,798,3,174,0.23,3777
2274,1144,8,146,0.39,2176
2084,1348,10,113,0.57,1980
2025,2396,1,72,0.4,2003
1875,1900,4,83,0.49,1812
1161,2871,6,51,0.53,1020
3472,3399,6,132,0.93,3531
2207,2980,10,89,0.93,2173
1358,1754,5,168,0.53,1256
2434,1648,3,106,0.71,2495
2339,1610,10,72,0.67,2245
2309,1247,9,128,0.2,2077
3366,1984,2,194,0.4,3500
865,551,5,172,0.91,990
3548,3910,7,149,0.8,3494
1962,3607,9,181,0.15,1580
3182,2644,8,73,0.41,3016
751,3245,7,94,0.15,454
3723,2760,2,79,0.04,3706
2869,3008,9,144,0.67,2765
1887,2795,4,156,0.29,1746
2632,2761,7,51,0.18,2361
2869,853,2,195,0.15,2979
3420,2155,4,85,0.65,3435
1236,2444,2,114,0.35,1171
2785,1063,5,53,0.97,2830
2579,1705,5,179,0.47,2624
657,2642,2,83,0.36,593
1678,2913,7,120,0.52,1510
3331,976,2,77,0.36,3344
3137,3790,9,59,1.0,3138
1540,2524,3,136,0.55,1473
1082,861,6,141,0.38,1006
1323,1236,2,121,1.0,1398
3184,2312,3,118,0.41,3213
2585,3489,3,109,0.51,2512
1912,2415,7,143,0.73,1825
1712,3842,4,133,0.32,1576
2241,721,1,122,0.3,2328
3095,1734,7,74,0.45,2976
3155,961,3,143,0.92,3286
3415,3472,3,183,0.05,3349
750,1366,2,142,0.55,709
1315,1383,2,193,0.11,1304
3757,2265,1,107,0.47,3837
3363,3070,7,67,0.27,3164
642,1571,5,193,0.67,560
1269,2814,5,120,0.12,1049
2845,2904,7,193,0.92,2897
1838,2914,9,85,0.08,1424
2999,1410,7,120,0.5,2944
2079,2694,3,51,0.44,1996
710,3463,2,145,0.72,682
2159,2351,3,111,0.53,2116
3830,2484,8,173,0.7,3883
3246,1594,4,192,0.56,3350
1910,1930,6,71,0.22,1709
1544,3958,10,135,0.04,1064
2656,3505,2,118,0.22,2579
644,1856,8,180,0.89,600
2054,3994,4,110,0.21,1896
2247,1096,6,90,0.97,2328
1909,2221,1,136,0.07,1882
989,1874,6,163,0.35,795
781,3288,7,75,0.38,564
3527,1719,2,102,0.63,3592
1491,558,8,118,0.01,1212
1771,3099,4,119,0.67,1705
3362,1906,9,181,0.67,3394
2093,3563,3,68,0.57,2029
2855,1607,1,137,0.27,2955
1661,3525,7,142,0.5,1486
3598,3703,4,57,0.66,3550
3104,2153,6,80,0.48,3028
1979,1654,2,101,0.54,2021
1035,986,2,199,0.04,1052
1894,3433,4,65,0.17,1728
2874,2703,5,63,0.21,2722
1988,2830,9,170,0.24,1647
3089,2138,3,143,0.79,3200
3165,811,5,57,0.04,2982
799,3079,4,144,0.14,627
1135,3841,8,58,0.33,867
3883,3056,3,86,0.27,3859
1590,2052,1,195,0.24,1565
876,2472,4,196,0.08,692
753,3731,9,79,0.59,569
3114,1353,9,155,0.27,2940
1563,3115,7,130,0.01,1217
1116,3213,8,185,0.48,908
3840,1690,6,123,0.06,3681
3478,662,2,185,0.74,3637
1765,1435,5,124,0.37,1715
3651,1474,8,166,0.63,3669
2585,3038,7,68,0.86,2541
2758,3124,6,104,0.46,2607
3315,2237,4,164,0.33,3345
2879,2292,4,157,0.56,2943
1789,2195,2,76,0.11,1707
3893,1579,4,80,0.79,3931
1875,1538,7,193,0.48,1862
1120,2508,3,180,0.22,1003
1517,764,1,104,0.52,1596
1968,3975,8,50,0.72,1856
1724,1876,1,148,0.34,1735
2253,1900,10,78,0.42,2032
3948,2906,6,145,0.11,3826
3555,3901,7,67,0.47,3378
828,1816,4,89,0.39,706
2115,3101,6,178,0.87,2077
3212,1796,10,176,0.02,2898
3821,823,4,85,0.68,3842
2317,2390,9,84,0.65,2193
1552,2568,2,164,0.1,1462
2860,623,9,121,0.07,2562
2091,588,2,106,0.35,2132
1362,3482,3,185,0.4,1272
2245,1583,5,95,0.24,2148
3008,2800,3,53,0.12,2917
931,2639,5,90,0.53,814
1656,3412,4,126,0.48,1552
3966,3723,6,121,0.41,3886
2748,822,10,105,0.5,2603
1295,3519,5,50,0.34,1130
2245,2207,9,169,0.07,1920
2364,2348,8,174,0.96,2439
3625,2869,4,132,0.95,3745
3278,680,2,143,0.54,3375
638,3788,8,120,0.98,630
3030,1116,5,146,0.63,3083
2891,3770,2,125,0.68,2860
2966,1942,8,171,0.23,2829
2304,2527,1,113,0.39,2298
2687,1371,6,165,0.72,2768
2326,2996,7,155,0.65,2207
3907,3125,9,157,0.05,3635
1483,3828,10,114,0.13,1048
1879,3087,1,128,0.65,1862
1028,3451,1,69,0.8,1018
890,1643,6,67,0.4,711
2097,931,4,108,0.7,2145
3560,2216,8,82,0.45,3422
661,3910,2,128,0.85,646
3683,3154,10,113,0.7,3641
2508,645,7,150,0.7,2553
3214,3531,10,138,0.83,3148
3791,1460,1,121,0.2,3872
941,3174,7,182,0.18,654
2798,3325,9,179,0.21,2451
1643,3338,3,73,0.48,1565
3415,1784,1,72,0.1,3442
2905,3650,4,113,0.22,2751
2567,2466,2,86,0.82,2604
3960,1997,1,110,0.2,4030
2427,616,2,79,0.59,2465
3493,1450,8,142,0.21,3319
2784,3028,4,130,0.77,2764
2063,737,5,113,0.68,2096
3311,1653,7,71,0.21,3105
2718,2439,8,58,0.21,2450
991,1724,5,94,0.27,810
3879,3580,9,196,0.71,3915
3793,2905,2,103,0.56,3851
3748,1737,2,178,0.71,3897
2585,830,9,189,0.22,2423
3446,505,9,198,0.54,3437
1457,734,3,166,0.0,1470
960,2472,8,119,0.16,624
3503,1452,2,174,0.38,3615
2004,1968,5,50,0.01,1784
3409,2998,8,138,0.59,3371
3408,2951,9,115,0.57,3322
2082,3577,3,55,0.09,1946
3093,1233,7,104,0.78,3120
3890,2448,9,93,0.98,3974
1525,1170,4,144,0.17,1486
1472,3676,6,133,0.38,1286
634,3110,6,178,0.13,373
1988,958,5,69,0.65,1969
838,2849,3,126,0.09,702
2912,2906,4,90,0.93,2944
2673,1467,5,199,0.92,2852
943,2087,6,140,0.7,853
609,3263,7,192,0.16,315
1610,2387,3,66,0.1,1476
3954,2435,1,160,0.53,4090
3172,1482,1,53,0.23,3186
2962,3568,2,175,0.28,2895
1194,1657,10,148,0.06,734
3858,2752,2,62,0.53,3873
3662,1987,1,105,0.08,3721
1101,1887,7,83,1.0,1102
1559,893,7,96,0.02,1310
1200,2760,3,108,0.66,1149
2719,1218,2,166,0.56,2841
643,994,2,191,0.52,617
680,3961,5,159,0.82,635
552,813,1,141,0.49,552
3004,544,1,58,0.44,3034
3192,896,3,95,0.49,3210
3661,2908,10,94,0.08,3294
1710,3084,5,180,0.78,1655
666,602,7,157,0.94,738
1945,2529,4,94,0.02,1752
2674,1933,3,171,0.31,2739
1424,1453,9,83,0.21,1107
2979,1793,3,170,1.0,3149
1780,1994,10,71,0.9,1746
2598,3272,5,94,0.68,2520
3962,835,9,91,0.56,3855
2772,1178,4,85,0.21,2699
3433,2526,3,103,0.4,3445
1111,1669,4,151,0.45,1007
1991,3579,8,168,0.87,1939
947,1123,8,113,0.71,861
3156,2855,6,195,0.4,3142
2051,2589,6,129,0.96,2045
3394,2197,8,189,0.77,3491
574,3365,8,51,0.39,330
1632,2871,8,148,0.18,1304
3885,2651,3,109,0.14,3865
2424,795,8,192,0.57,2444
3025,3647,8,157,0.81,2953
2973,2777,5,156,0.65,3003
2622,2066,10,50,0.07,2205
3006,2743,1,185,0.61,3138
640,2167,4,196,0.56,552
1910,1655,7,137,0.47,1836
693,1956,8,177,1.0,693
1969,1471,8,121,0.65,1943
2776,2665,5,123,0.8,2807
3610,548,4,76,0.2,3526
2617,1158,6,55,0.07,2393
1233,1093,4,199,0.5,1271
2102,1897,4,92,0.76,2124
3644,723,2,194,0.52,3790
1900,3210,4,150,0.84,1868
3502,1201,1,199,0.1,3656
2033,547,8,170,0.52,2011
3144,3937,3,128,0.84,3121
1622,1830,1,105,0.78,1635
1796,2074,2,157,0.11,1733
2126,1642,3,70,0.4,2102
3911,3706,3,56,0.92,3942
2272,1431,8,120,0.08,2023
1001,3292,4,117,0.78,957
2767,2160,10,138,1.0,2901
991,663,8,122,1.0,1097
1405,2712,8,161,0.08,1037
3633,897,7,169,0.52,3634
1251,3773,9,69,0.61,1076
613,981,2,194,0.55,589
2005,2703,2,70,0.45,1951
3293,1812,6,162,0.28,3239
3820,2951,5,120,0.3,3764
3998,3162,4,140,0.62,4061
2714,2988,1,114,0.47,2707
3526,2554,7,125,0.95,3633
1294,3706,10,132,0.51,1049
1574,843,9,75,0.92,1612
621,1894,8,126,0.69,497
784,804,7,71,0.29,569
3225,755,9,101,0.66,3173
2989,3894,7,78,0.52,2821
1635,1063,3,200,0.46,1747
3143,3043,9,165,0.11,2848
1879,1313,7,170,0.86,1994
1567,725,2,98,0.28,1592
3421,1951,6,52,0.49,3320
2662,1115,9,59,0.27,2392
949,2288,5,51,0.57,842
1553,2553,6,74,0.92,1529
2740,2382,6,118,0.85,2800
620,3287,6,178,0.85,575
2513,3217,7,65,0.75,2427
1243,3943,5,158,0.23,1051
1983,2239,3,176,0.77,1981
1675,729,4,100,0.46,1667
2066,808,3,172,0.77,2203
2350,1101,3,190,0.86,2519
812,1147,10,175,0.58,624
1368,1191,2,130,0.88,1452
738,3688,6,130,0.42,564
508,2240,6,197,0.2,268
3148,2818,2,124,0.19,3175
1486,2382,3,97,0.16,1361
3562,2348,6,62,0.39,3441
3497,3945,8,105,0.1,3144
3975,3125,7,146,0.97,4109
3218,1534,7,69,0.46,3098
2672,2458,9,157,0.36,2506
3131,3561,9,198,0.74,3029
2568,1629,6,174,0.03,2450
2093,1333,4,196,0.46,2179
1047,982,2,67,0.62,1049
2516,1387,7,132,0.26,2389
1511,1422,7,123,0.9,1553
2300,759,1,127,0.36,2395
3465,683,4,140,0.46,3497
1729,2004,7,171,0.62,1625
2226,3183,8,124,0.69,2103
626,2488,6,127,0.33,425
2020,1840,9,154,0.59,1949
2021,2983,2,194,0.88,2010
3290,1375,3,128,0.83,3392
2360,1117,5,101,0.33,2293
2468,3617,10,90,0.86,2398
3892,3971,3,200,0.23,3854
2516,2385,1,150,0.95,2616
3177,3990,3,144,0.66,3127
768,1646,9,77,0.02,327
1599,738,5,167,0.12,1545
3664,686,3,99,0.1,3628
2504,868,2,89,0.89,2582
3140,2000,4,190,0.64,3258
642,1767,10,192,0.86,572
2243,2052,4,192,0.69,2325
816,925,5,106,0.36,693
3434,2772,2,66,0.44,3443
1014,2564,6,67,0.84,966
3894,3627,1,89,0.06,3920
3200,2214,3,175,0.8,3344
1032,2397,6,121,0.43,861
2873,2202,8,189,0.72,2946
3372,802,4,144,0.33,3382
2404,3215,4,116,0.86,2377
3612,1658,6,111,0.54,3585
762,940,9,71,0.39,506
3076,3172,1,196,0.48,3122
3593,740,7,105,0.76,3614
3226,525,6,89,0.48,3159
2097,2324,1,178,0.67,2118
1319,2056,8,90,0.81,1244
1942,2149,4,111,0.04,1776
2282,952,7,189,0.23,2201
1854,2213,10,128,0.07,1403
2034,3795,8,191,0.07,1662
1777,3664,7,177,0.18,1490
3814,3664,2,96,0.43,3825
1473,2262,6,153,0.73,1394
1236,2530,8,154,0.08,868
3377,2143,3,81,0.89,3441
2265,2690,8,142,0.1,1916
3634,599,8,124,0.72,3646
3049,613,10,87,0.18,2726
3082,3542,3,128,0.65,3038
1631,2933,1,119,0.89,1626
579,1578,5,189,0.79,527
1427,3040,1,141,0.03,1379
1140,3937,3,174,0.89,1124
2493,3579,6,163,0.09,2220
2783,3442,3,74,0.07,2645
3805,1529,2,110,0.75,3890
792,3400,6,183,0.5,642
667,3422,3,197,0.39,576
2732,3504,3,146,0.52,2662
2426,538,1,150,0.81,2566
2942,3623,3,70,0.42,2856
1695,1355,4,179,0.12,1676
2601,2175,1,78,0.88,2667
1296,3474,5,125,0.53,1179
1404,1455,9,194,0.35,1194
3208,3058,1,152,0.46,3288
1505,3497,6,100,0.05,1220
2155,936,4,152,0.3,2167
2157,3743,6,175,0.41,1980
3450,1266,10,177,0.59,3422
911,1587,7,100,0.33,679
1090,2219,2,109,0.94,1084
3817,3603,4,139,0.0,3725
2583,1305,6,167,0.24,2522
2725,1502,9,189,0.83,2837
3035,682,6,156,0.15,2936
1162,3418,8,181,0.82,1090
1827,1929,2,77,0.5,1805
3507,2315,7,80,0.84,3531
3049,1742,10,105,0.29,2799
3073,1496,9,90,1.0,3163
1057,2116,8,98,0.92,1025
2658,3943,1,181,0.45,2631
3839,1579,2,135,0.84,3958
1409,2967,6,83,0.85,1364
729,3883,3,72,0.66,678
3259,982,1,170,0.69,3413
3901,2848,1,51,0.79,3941
2620,838,8,157,0.14,2433
2451,2104,4,155,0.65,2517
818,2168,4,155,0.76,770
3209,3163,7,95,0.04,2927
2189,3465,3,181,0.61,2131
3439,2677,7,63,0.46,3312
1511,2123,7,199,0.7,1412
1955,3099,2,66,0.77,1932
1225,2240,3,70,0.04,1081
2678,3443,4,146,0.77,2634
2065,978,2,62,0.63,2090
1932,3263,3,114,0.89,1916
1654,1484,5,77,0.31,1537
3311,3056,10,74,0.94,3341
2897,2353,6,149,0.5,2890
2867,1313,5,188,0.1,2830
1334,2905,1,96,0.46,1307
2749,1739,3,171,0.71,2876
3870,769,8,150,0.06,3644
1153,960,9,86,0.64,1056
1392,1310,2,80,0.11,1352
3870,1536,10,63,0.66,3763
2451,2112,2,192,0.63,2582
3660,3984,9,124,0.5,3452
1310,1097,2,100,0.65,1352
2244,3772,6,185,0.68,2148
1045,1865,10,141,0.0,546
3724,1819,8,81,0.82,3733
2148,2852,9,157,0.51,1930
1409,597,7,60,0.13,1164
2993,3531,8,52,0.75,2895
3309,743,10,175,0.62,3294
2963,2114,6,175,0.03,2846
661,2657,1,131,0.57,640
2792,1533,10,179,0.96,2951
637,1265,7,122,0.35,413
2685,3522,1,133,0.39,2656
3638,3369,8,79,0.27,3411
2252,991,10,172,0.1,1974
1360,3938,2,159,0.96,1356
1050,3765,8,182,0.77,958
2042,872,4,193,0.56,2147
3006,931,2,84,0.15,3005
1800,1310,6,165,0.17,1707
3972,3265,6,128,0.65,3993
2736,3035,6,188,0.24,2537
3437,3836,3,150,0.84,3427
1680,2849,1,62,0.37,1649
2894,1212,8,76,0.16,2634
1301,1562,6,114,0.43,1151
1063,3401,10,77,0.77,948
3589,2493,8,52,0.19,3317
2335,3182,1,129,0.4,2306
991,1601,10,178,0.49,741
3788,794,8,155,0.64,3799
1822,580,1,198,0.83,2011
3614,2144,10,151,0.67,3600
2941,2410,10,63,0.99,2996
1983,2836,1,67,0.02,1934
2002,1788,9,182,0.65,1985
3508,3011,4,187,0.92,3669
3116,3105,9,158,0.5,2973
1580,3708,4,105,0.69,1518
1834,1784,2,99,0.38,1829
1985,3877,10,60,0.84,1905
3090,2761,8,125,0.6,3039
3404,3673,8,141,0.36,3173
564,3055,7,147,0.29,316
1871,3343,4,138,0.86,1843
3052,1875,8,200,0.27,2960
2972,532,3,132,0.05,2961
545,2019,7,62,0.76,461
1746,3475,6,102,0.47,1587
2540,3062,6,180,0.03,2257
3133,820,3,92,0.76,3189
920,1216,5,192,0.68,870
2335,2244,7,75,0.43,2183
673,3161,2,199,0.52,625
1147,3950,1,54,0.46,1120
3371,3205,6,168,0.55,3357
3849,1380,6,172,0.43,3850
880,2346,3,158,0.54,811
1403,2990,9,166,0.51,1183
3370,3209,10,155,0.44,3201
3341,2789,9,198,0.88,3477
2004,3430,1,71,0.11,1960
2876,2692,9,167,0.21,2645
2950,1234,6,84,0.46,2872
2652,940,1,174,0.99,2825
1659,2520,4,105,0.59,1578
1823,1857,3,169,0.59,1838
3373,2870,8,191,0.22,3242
1839,1543,2,124,0.91,1935
2618,3139,2,136,0.79,2603
3797,1947,4,171,0.04,3776
2151,2711,9,83,0.05,1727
3370,968,10,173,0.56,3323
500,888,2,149,0.68,482
3183,2460,4,56,0.72,3182
1507,885,7,64,0.46,1380
2084,574,3,84,0.21,2049
2616,1643,8,140,0.81,2679
3603,1542,3,74,0.43,3591
1548,826,4,93,0.2,1480
2189,1708,5,174,0.69,2275
3232,3419,3,190,1.0,3280
589,3702,5,124,0.8,539
3957,1830,4,63,0.72,3964
723,3133,5,89,0.23,531
3094,3875,2,154,0.69,3065
2179,3080,5,158,0.84,2140
3038,2490,2,117,0.54,3104
3735,3123,2,72,0.33,3738
1617,1802,9,155,0.52,1441
938,2114,1,146,0.84,930
2140,2419,1,180,0.24,2132
1774,686,9,85,0.03,1422
715,1756,2,82,0.39,654
2342,1467,5,51,0.08,2163
1194,3802,3,71,0.65,1142
1590,3596,9,76,0.35,1298
3203,3637,2,71,0.02,3110
2835,1728,1,108,0.39,2912
3635,1791,1,79,0.05,3666
1200,3081,1,130,0.8,1190
2665,3952,8,50,0.17,2333
2423,1365,9,139,0.27,2233
820,3602,9,127,0.89,771
537,528,1,61,0.7,553
3081,606,9,72,0.3,2838
3149,1441,8,162,0.74,3207
1480,1072,8,75,0.16,1212
1878,1344,5,140,0.91,1989
583,1209,2,79,0.06,491
1964,2315,2,150,0.66,1948
1051,2820,8,164,0.12,699
2896,2115,5,183,0.42,2932
1236,3284,4,116,0.9,1216
2289,1175,1,102,0.89,2385
2695,2547,3,169,0.92,2801
1926,1418,8,60,0.11,1627
1619,3840,8,114,0.6,1459
3853,1586,4,161,0.66,3946
2368,3172,2,89,0.44,2313
3940,832,9,77,0.95,3994
990,1193,9,98,0.33,712
2426,2158,10,168,0.9,2514
1779,2358,9,174,0.11,1384
2019,670,5,98,0.92,2097
3613,960,2,166,0.94,3773
1753,2377,4,156,0.64,1685
1010,2418,2,159,0.34,944
656,1537,6,87,0.8,597
2907,2031,10,184,0.14,2660
1696,3033,6,197,0.96,1684
1032,2297,7,81,0.48,850
1972,2808,9,62,0.12,1576
1987,1365,5,163,0.26,1961
